	exp_with_feature_sel_1	exp_with_feature_sel_2	exp_with_feature_sel_3	exp_with_feature_sel_4	exp_with_feature_sel_5	exp_with_feature_sel_6	exp_with_feature_sel_7	exp_with_feature_sel_8	exp_with_feature_sel_9	exp_with_feature_sel_10	exp_with_feature_sel_11	exp_with_feature_sel_12	exp_with_feature_sel_13	exp_with_feature_sel_14	exp_with_feature_sel_15	exp_with_feature_sel_16	exp_with_feature_sel_17	exp_with_feature_sel_18	exp_with_feature_sel_19	exp_with_feature_sel_20
rgn_____________A	0.5964202020488555	0.6204052957140838	0.4778018621781172	0.3489335110031523	0.3397604872827727	0.5987853390086335	0.2348175398010426	0.3310719992583127	0.8527816128735216	0.293971372815846	0.5472169661781642	0.6607870326108268	0.6411402679944491	0.6285897001447666	0.5445493342863378	0.5137857026266571	0.25742835006923753	0.46775614404898064	0.4500256261162494	0.8491460714360369
anp_____________A	0.42268370547830936	0.4035224424075769	0.18575464256936686	0.4440010711749386	0.4117704064514214	0.7496258903064855	0.2760548634875243	0.48757235392742926	0.7560491375499131	0.3743046796054885	0.2633979120205492	0.5079285506356815	0.4298840339519895	0.32127627736297987	0.2654495774100923	0.44759050444818954	0.38149585979076234	0.33824202251646857	0.22794653441560364	0.4198676053430029
sjp_____________A	0.7498173953059056	0.7116172521223749	0.6211053840836598	0.7766459119465083	0.8034460761397819	0.7407686307974692	0.709904809438801	0.7853906104296103	0.7561462773255637	0.7271538799798201	0.6618988709659734	0.6782089568796825	0.7320204479125276	0.6896998691373017	0.677215315331052	0.7541180193624044	0.8037567810620945	0.7167152310630246	0.7638156461414167	0.6042962588644737
prp_____________A	0.7379075564099651	0.6948033708768339	0.6220946759619765	0.7682982092632461	0.7987665342158109	0.7314886562809	0.7095589784974741	0.7734363928179774	0.7480624234840262	0.720766392049763	0.6561778775026262	0.6672586734767373	0.7167054149410037	0.6781468893488989	0.6724317760400532	0.7445429527391566	0.7950002300571647	0.7090734290504789	0.7541100604856804	0.5923075375914878
tzctzs3_________r	0.5506554129733049	0.46914903493247867	0.5851259252562615	0.6278811890642164	0.7131108840931191	0.4589803293384436	0.6597367223877789	0.5851659931591707	0.5895191766993272	0.6031906583025641	0.5663416261135958	0.4878053802399055	0.5026716369715708	0.5000275399536813	0.5583049056743973	0.5963293039133861	0.6788019778502085	0.5794591401237655	0.6186102128754989	0.3753639128575206
tzctzu2_________r	0.5506554129733049	0.46914903493247867	0.5851259252562615	0.6278811890642164	0.7131108840931191	0.4589803293384436	0.6597367223877789	0.5851659931591707	0.5895191766993272	0.6031906583025641	0.5663416261135958	0.4878053802399055	0.5026716369715708	0.5000275399536813	0.5583049056743973	0.5963293039133861	0.6788019778502085	0.5794591401237655	0.6186102128754989	0.3753639128575206
anr_____________A	0.725601002957981	0.6752808790352206	0.6260421316377665	0.7608996651038199	0.7950758318549553	0.7056388097946853	0.7077432922403879	0.7575987582922318	0.7368389708955112	0.7154418266533804	0.6496625141425755	0.656866313328891	0.6953816191482	0.6685246370751058	0.6647771279209876	0.7346788610186483	0.7826700227865017	0.7007386799875135	0.7441174038666104	0.5808975251380062
tzx_____________A	0.8297169731850956	0.8202744292631539	0.7797659147317882	0.7256944346622013	0.7735717272236201	0.6323405657853196	0.7008340098355026	0.7161780615066273	0.828712897809125	0.6862298016783649	0.835384458051667	0.7642292611056963	0.8425954761684872	0.8170604673384924	0.8094861647431132	0.7878495340723443	0.7543443466020028	0.8027991204407008	0.8145457171666747	0.7876799267502056
ans_____________A	0.5285832689917652	0.4303189996235833	0.5791537572518434	0.6107662608423774	0.7040001115981175	0.3771885613765644	0.6353235618528705	0.5309026905847237	0.5114274600881938	0.58568551544424	0.5414752958169405	0.4566243114169757	0.44232446347394433	0.49512878559858803	0.5219752694606246	0.5715197892365805	0.6145687344411804	0.5509998968446516	0.6029129824649704	0.33166712501429996
qwm_____________A	0.5506554129733049	0.46914903493247867	0.5851259252562615	0.6278811890642164	0.7131108840931191	0.4589803293384436	0.6597367223877789	0.5851659931591707	0.5895191766993272	0.6031906583025641	0.5663416261135958	0.4878053802399055	0.5026716369715708	0.5000275399536813	0.5583049056743973	0.5963293039133861	0.6788019778502085	0.5794591401237655	0.6186102128754989	0.3753639128575206
